id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,fecha_siniestro_dt,monto_siniestro_num,motivo_rechazo
1036,17772,2026/01/14,"10,598.48",Rechazado,,10598.48,fecha_invalida
1038,8757,04-18-25,"581,68",Abierto,,581.68,fecha_invalida
1039,25599,14/01/2026,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1041,10322,2026/02/12,"5,303.75",Cerrado,,5303.75,fecha_invalida
1042,8757,2026/01/01,"2.918,19",Abierto,,2918.19,fecha_invalida
1043,4254,01-31-25,11298.38,Cerrado,,11298.38,fecha_invalida
1044,22668,05-11-25,930.74,,,930.74,"fecha_invalida, estado_nulo"
1045,10458,2025/05/19,"5.355,52",,,5355.52,"fecha_invalida, estado_nulo"
1046,6717,2025-01-20,-,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1047,15632,2025-11-24,"4,927.00",Abierto,,4927.0,fecha_invalida
1050,18759,2025-10-02,"14.754,13",Abierto,,14754.13,fecha_invalida
1051,8317,05-28-25,"10.460,32",Rechazado,,10460.32,fecha_invalida
1052,10082,2025/05/13,"933,54",Cerrado,,933.54,fecha_invalida
1053,8739,2025/07/01,"13.256,69",Abierto,,13256.69,fecha_invalida
1054,178,02-22-25,8796.59,Abierto,,8796.59,fecha_invalida
1055,20636,2025-10-31,8440.05,,,8440.05,"fecha_invalida, estado_nulo"
1056,3455,2025-08-17,4182.88,Rechazado,,4182.88,fecha_invalida
1057,12563,2025-07-24,8110.11,Abierto,,8110.11,fecha_invalida
1059,14253,26-08-2025,nan,Rechazado,2025-08-26,,monto_nulo_o_no_numerico
1060,19021,03-10-25,6011.35,,,6011.35,"fecha_invalida, estado_nulo"
1061,25739,09-03-25,"10,090.98",Abierto,,10090.98,fecha_invalida
1062,9345,17/12/2025,-,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1063,10311,30/03/2025,506.85,,,506.85,"fecha_invalida, estado_nulo"
1064,20345,2025-08-26,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1065,21567,23/08/2025,10277.84,Abierto,,10277.84,fecha_invalida
1066,13573,18/09/2025,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1067,3241,2025/01/04,2155.91,Rechazado,,2155.91,fecha_invalida
1068,22744,07-16-25,"6,905.13",Abierto,,6905.13,fecha_invalida
1070,14008,2025/10/15,13456.22,,,13456.22,"fecha_invalida, estado_nulo"
1071,6778,2025/08/27,5828.56,Abierto,,5828.56,fecha_invalida
1074,15640,2025/09/15,1922.21,Cerrado,,1922.21,fecha_invalida
1076,18032,09/01/2025,7758.51,,2025-09-01,7758.51,estado_nulo
1077,6270,08-26-25,1997.62,Abierto,,1997.62,fecha_invalida
1078,13241,2025/11/09,"7,515.70",,,7515.7,"fecha_invalida, estado_nulo"
1081,7513,2025/08/04,-,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1082,5493,01-08-25,"14.666,07",,,14666.07,"fecha_invalida, estado_nulo"
1084,2742,2025/03/24,"4,897.88",Rechazado,,4897.88,fecha_invalida
1085,10737,2025/12/05,5919.75,Abierto,,5919.75,fecha_invalida
1086,20808,25/05/2025,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1087,10117,2025-10-09,4498.53,Cerrado,,4498.53,fecha_invalida
1089,22409,2025/06/21,11798.06,Cerrado,,11798.06,fecha_invalida
1091,5775,02-21-26,2220.73,,,2220.73,"fecha_invalida, estado_nulo"
1092,17119,03-18-25,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1093,14884,02-17-26,"4,005.29",Rechazado,,4005.29,fecha_invalida
1094,3560,2025/02/23,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1096,6981,01-18-26,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1097,8950,11-02-2025,"4,937.18",,2025-02-11,4937.18,estado_nulo
1102,25677,2025/01/09,6992.09,Abierto,,6992.09,fecha_invalida
1103,15069,2025-06-29,"12.721,61",Abierto,,12721.61,fecha_invalida
1105,18411,05-25-25,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1106,11451,2025-04-13,5959.99,,,5959.99,"fecha_invalida, estado_nulo"
1108,7405,2025-03-28,3579.10,Rechazado,,3579.1,fecha_invalida
1110,7307,2026/01/01,"6,284.09",Abierto,,6284.09,fecha_invalida
1111,14354,03/09/2025,nan,,2025-03-09,,"monto_nulo_o_no_numerico, estado_nulo"
1112,16501,2025/03/26,"5,502.88",Cerrado,,5502.88,fecha_invalida
1113,24868,2025-11-13,6794.36,,,6794.36,"fecha_invalida, estado_nulo"
1114,17658,09-06-2025,nan,,2025-06-09,,"monto_nulo_o_no_numerico, estado_nulo"
1115,2855,2025-04-02,"4,674.38",Cerrado,,4674.38,fecha_invalida
1116,15493,2025/12/08,"9,778.99",Cerrado,,9778.99,fecha_invalida
1117,21480,05/05/2025,nan,Cerrado,2025-05-05,,monto_nulo_o_no_numerico
1118,23771,2025/03/31,8827.30,,,8827.3,"fecha_invalida, estado_nulo"
1119,24714,2025-11-13,11083.46,Rechazado,,11083.46,fecha_invalida
1120,13861,2025/01/30,11213.71,,,11213.71,"fecha_invalida, estado_nulo"
1121,20858,12-11-25,"795,70",Cerrado,,795.7,fecha_invalida
1122,12929,2025-03-04,3493.27,Abierto,,3493.27,fecha_invalida
1123,6641,2025/12/08,"1.082,95",Abierto,,1082.95,fecha_invalida
1124,3461,29/07/2025,10686.06,,,10686.06,"fecha_invalida, estado_nulo"
1125,25600,2025-10-28,"13,156.95",Cerrado,,13156.95,fecha_invalida
1126,3841,28-05-2025,-,Cerrado,2025-05-28,,monto_nulo_o_no_numerico
1127,10355,15-02-2025,-,Rechazado,2025-02-15,,monto_nulo_o_no_numerico
1128,14020,2025/08/01,"4.521,74",Rechazado,,4521.74,fecha_invalida
1129,9207,2026-02-11,"1,999.09",,,1999.09,"fecha_invalida, estado_nulo"
1131,19776,2025-12-05,749.79,Abierto,,749.79,fecha_invalida
1132,23813,10-10-25,"13,473.39",,,13473.39,"fecha_invalida, estado_nulo"
1133,16811,02-24-25,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1134,5072,06-16-25,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1135,15345,17/05/2025,"2.176,94",Cerrado,,2176.94,fecha_invalida
1136,11801,07-05-25,5310.68,,,5310.68,"fecha_invalida, estado_nulo"
1139,6215,16/01/2025,13514.51,Abierto,,13514.51,fecha_invalida
1140,23028,2025/11/01,6684.61,Cerrado,,6684.61,fecha_invalida
1141,7917,11-16-25,4405.51,Cerrado,,4405.51,fecha_invalida
1144,17946,2025-11-04,"12,781.95",Abierto,,12781.95,fecha_invalida
1145,2981,2026-02-05,1217.23,Abierto,,1217.23,fecha_invalida
1146,15338,04/06/2025,1484.94,,2025-04-06,1484.94,estado_nulo
1147,20793,2025/04/04,"3,113.62",Rechazado,,3113.62,fecha_invalida
1149,19340,2025-10-13,14517.55,Cerrado,,14517.55,fecha_invalida
1150,23730,2025/06/11,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1151,3324,23/01/2026,6532.67,Abierto,,6532.67,fecha_invalida
1153,14250,26-01-2025,12636.25,,2025-01-26,12636.25,estado_nulo
1154,11248,2025-09-22,"8.440,60",Cerrado,,8440.6,fecha_invalida
1155,1189,2025-10-25,"4,509.87",Abierto,,4509.87,fecha_invalida
1156,15020,24-09-2025,nan,Cerrado,2025-09-24,,monto_nulo_o_no_numerico
1157,11302,2025/03/11,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1158,4891,01-02-25,2632.99,Rechazado,,2632.99,fecha_invalida
1159,6964,05-26-25,14016.53,Abierto,,14016.53,fecha_invalida
1160,1948,23-01-2026,"9.201,13",,2026-01-23,9201.13,estado_nulo
1161,21907,01-09-26,"530,88",Cerrado,,530.88,fecha_invalida
1162,12743,2025-10-17,"9.761,68",,,9761.68,"fecha_invalida, estado_nulo"
1163,10671,2025/10/26,9755.75,,,9755.75,"fecha_invalida, estado_nulo"
1164,23556,11-22-25,"3.978,56",Abierto,,3978.56,fecha_invalida
1165,9198,14/03/2025,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1166,24114,04-04-25,"3.471,47",Rechazado,,3471.47,fecha_invalida
1167,286,2025/08/05,8397.54,Cerrado,,8397.54,fecha_invalida
1168,19075,30/04/2025,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1169,11760,2025-02-23,3075.23,Cerrado,,3075.23,fecha_invalida
1171,6309,2025-09-26,"7,539.72",Cerrado,,7539.72,fecha_invalida
1172,10330,09-14-25,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1173,24937,2025-07-15,10267.29,Cerrado,,10267.29,fecha_invalida
1174,13,01-05-26,-,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1175,14609,2025-09-03,"2.394,64",Abierto,,2394.64,fecha_invalida
1176,4604,2025-11-17,"768,24",,,768.24,"fecha_invalida, estado_nulo"
1177,20034,2025-03-09,1063.96,Abierto,,1063.96,fecha_invalida
1178,453,2026/01/16,"4,385.65",Abierto,,4385.65,fecha_invalida
1179,6385,30/10/2025,513.60,Rechazado,,513.6,fecha_invalida
1180,19288,2025/05/10,1147.20,Cerrado,,1147.2,fecha_invalida
1181,801,2025-08-21,"7.863,08",Rechazado,,7863.08,fecha_invalida
1182,24739,2025-03-15,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1184,15381,2025/06/26,"2,152.09",,,2152.09,"fecha_invalida, estado_nulo"
1185,15619,2025-01-31,"5,907.17",,,5907.17,"fecha_invalida, estado_nulo"
1186,11436,2025-11-21,"9,269.46",Abierto,,9269.46,fecha_invalida
1187,20954,05-19-25,4227.36,,,4227.36,"fecha_invalida, estado_nulo"
1188,11278,2025/02/09,9954.49,Cerrado,,9954.49,fecha_invalida
1189,13758,2026-02-21,7538.65,Cerrado,,7538.65,fecha_invalida
1190,2561,2025/07/21,9708.16,,,9708.16,"fecha_invalida, estado_nulo"
1191,24567,2025-09-12,8626.26,,,8626.26,"fecha_invalida, estado_nulo"
1194,12360,2026-02-22,"1,257.06",,,1257.06,"fecha_invalida, estado_nulo"
1195,1088,11-15-25,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1196,10349,2025-08-02,"9,104.31",Cerrado,,9104.31,fecha_invalida
1197,22770,02-12-2025,nan,Abierto,2025-12-02,,monto_nulo_o_no_numerico
1198,1007,20/03/2025,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1199,7316,17/10/2025,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1200,14387,01-01-25,"1,174.91",Cerrado,,1174.91,fecha_invalida
1201,10811,01/12/2025,nan,Abierto,2025-01-12,,monto_nulo_o_no_numerico
1202,15557,2026/02/04,11977.15,Abierto,,11977.15,fecha_invalida
1204,10792,2026/02/09,2449.52,,,2449.52,"fecha_invalida, estado_nulo"
1205,2785,07-18-25,-,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1206,15823,2025/06/11,9814.88,Cerrado,,9814.88,fecha_invalida
1208,12085,06/03/2025,"7.292,34",,2025-06-03,7292.34,estado_nulo
1209,20312,29/05/2025,"1.540,00",Rechazado,,1540.0,fecha_invalida
1210,24186,2025-07-08,"12,984.46",Cerrado,,12984.46,fecha_invalida
1211,23782,23-12-2025,nan,Rechazado,2025-12-23,,monto_nulo_o_no_numerico
1212,18598,2025-02-20,5927.99,,,5927.99,"fecha_invalida, estado_nulo"
1213,17164,14-11-2025,nan,,2025-11-14,,"monto_nulo_o_no_numerico, estado_nulo"
1214,4547,08-03-2025,nan,,2025-03-08,,"monto_nulo_o_no_numerico, estado_nulo"
1215,10385,01-02-25,"2,146.77",Rechazado,,2146.77,fecha_invalida
1217,1757,2025/10/22,13977.45,Cerrado,,13977.45,fecha_invalida
1218,13968,2026-02-20,5718.28,Cerrado,,5718.28,fecha_invalida
1219,12303,05-02-25,-,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1220,11652,01-31-26,"9,053.89",,,9053.89,"fecha_invalida, estado_nulo"
1221,8298,19-01-2026,-,Abierto,2026-01-19,,monto_nulo_o_no_numerico
1222,4761,16-08-2025,-,,2025-08-16,,"monto_nulo_o_no_numerico, estado_nulo"
1223,8808,2026-01-27,5726.65,Abierto,,5726.65,fecha_invalida
1224,12468,2025-04-07,"13,427.65",Rechazado,,13427.65,fecha_invalida
1225,23885,09-22-25,"12,134.93",,,12134.93,"fecha_invalida, estado_nulo"
1226,4251,2025/07/05,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1227,25832,03/10/2025,nan,,2025-03-10,,"monto_nulo_o_no_numerico, estado_nulo"
1228,2407,16/06/2025,5542.27,Cerrado,,5542.27,fecha_invalida
1229,405,03-06-25,2902.16,,,2902.16,"fecha_invalida, estado_nulo"
1230,10348,04/05/2025,"14,201.74",,2025-04-05,14201.74,estado_nulo
1231,21623,10-10-2025,nan,Abierto,2025-10-10,,monto_nulo_o_no_numerico
1233,19055,2025/04/08,493.42,Rechazado,,493.42,fecha_invalida
1234,18450,09-12-25,9867.50,Cerrado,,9867.5,fecha_invalida
1235,8554,05-17-25,9417.71,Abierto,,9417.71,fecha_invalida
1236,18995,2025/05/25,"14,867.87",Abierto,,14867.87,fecha_invalida
1238,9697,2025-03-23,1040.72,Cerrado,,1040.72,fecha_invalida
1239,21836,06-12-25,"12,831.95",Rechazado,,12831.95,fecha_invalida
1240,16223,04/07/2025,277.84,,2025-04-07,277.84,estado_nulo
1241,21089,02-17-26,"1.043,91",Cerrado,,1043.91,fecha_invalida
1242,16772,2025-03-07,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1243,7188,2025/03/28,"2.976,15",Cerrado,,2976.15,fecha_invalida
1244,12283,2025-03-23,7946.62,Abierto,,7946.62,fecha_invalida
1245,9315,10-01-25,"5.018,98",,,5018.98,"fecha_invalida, estado_nulo"
1246,22854,2025/04/05,2984.77,Cerrado,,2984.77,fecha_invalida
1247,16943,20-01-2026,"13,951.22",,2026-01-20,13951.22,estado_nulo
1248,23191,21-01-2025,-,Cerrado,2025-01-21,,monto_nulo_o_no_numerico
1249,20643,2025-11-17,6978.95,Cerrado,,6978.95,fecha_invalida
1250,639,2025-07-26,10710.26,,,10710.26,"fecha_invalida, estado_nulo"
1251,5220,20-02-2025,"10,460.04",,2025-02-20,10460.04,estado_nulo
1252,22472,2025-07-08,2721.90,Cerrado,,2721.9,fecha_invalida
1253,8538,2025-09-11,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1254,20454,2025-10-02,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1255,5220,2025/12/05,"115,46",Rechazado,,115.46,fecha_invalida
1256,19180,27/07/2025,4203.56,Abierto,,4203.56,fecha_invalida
1257,5501,2025/05/30,"4.905,82",Abierto,,4905.82,fecha_invalida
1258,16974,2025-03-28,3290.95,Abierto,,3290.95,fecha_invalida
1260,19935,2025-10-07,11443.65,,,11443.65,"fecha_invalida, estado_nulo"
1261,10131,2025-09-20,"8.864,57",,,8864.57,"fecha_invalida, estado_nulo"
1262,25653,2025/01/14,5950.12,Rechazado,,5950.12,fecha_invalida
1263,14945,22-06-2025,nan,Abierto,2025-06-22,,monto_nulo_o_no_numerico
1264,25585,2025/11/03,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1265,18782,06-22-25,6593.27,Rechazado,,6593.27,fecha_invalida
1267,6892,11-01-25,"10.975,97",Cerrado,,10975.97,fecha_invalida
1268,16249,2025-10-02,"13.323,22",,,13323.22,"fecha_invalida, estado_nulo"
1269,21082,2025-07-24,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1271,2456,2025-01-30,-,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1272,25857,2025/07/13,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1273,2951,2025-12-11,10068.99,Abierto,,10068.99,fecha_invalida
1275,19288,01-25-26,2725.82,,,2725.82,"fecha_invalida, estado_nulo"
1276,280,11-14-25,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1277,20864,2025/09/24,1036.30,,,1036.3,"fecha_invalida, estado_nulo"
1278,1004,08-05-25,5515.78,Rechazado,,5515.78,fecha_invalida
1279,22809,2025-01-20,11632.79,Abierto,,11632.79,fecha_invalida
1280,4880,11-10-25,4587.25,Cerrado,,4587.25,fecha_invalida
1281,9897,12-31-25,5477.26,Rechazado,,5477.26,fecha_invalida
1282,12153,2025-03-01,"14.167,10",Abierto,,14167.1,fecha_invalida
1283,701,26/01/2026,"9.490,68",Cerrado,,9490.68,fecha_invalida
1284,7964,12/07/2025,nan,Cerrado,2025-12-07,,monto_nulo_o_no_numerico
1285,13726,2025/09/30,2496.81,Rechazado,,2496.81,fecha_invalida
1287,7682,13/12/2025,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1290,11498,2025-11-12,6656.02,Abierto,,6656.02,fecha_invalida
1291,5882,2025-08-16,-,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1293,10643,04-10-25,"303,03",Abierto,,303.03,fecha_invalida
1294,23967,06-24-25,13944.49,,,13944.49,"fecha_invalida, estado_nulo"
1295,21960,04-04-25,"12.943,58",,,12943.58,"fecha_invalida, estado_nulo"
1296,5367,25/01/2025,2696.11,Cerrado,,2696.11,fecha_invalida
1297,3203,03-31-25,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1298,21679,2025/08/06,"3,205.53",Abierto,,3205.53,fecha_invalida
1299,1862,13/03/2025,3051.70,Abierto,,3051.7,fecha_invalida
1300,13633,12-09-25,"6,440.54",,,6440.54,"fecha_invalida, estado_nulo"
1301,4930,06-10-25,499.17,Rechazado,,499.17,fecha_invalida
1302,6501,02/05/2025,7922.05,,2025-02-05,7922.05,estado_nulo
1303,264,2025-02-28,-,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1304,17185,29/01/2025,"2.863,30",Cerrado,,2863.3,fecha_invalida
1306,3099,2025-01-04,7877.21,,,7877.21,"fecha_invalida, estado_nulo"
1307,17248,07-20-25,-,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1308,20819,2025-03-23,12807.83,,,12807.83,"fecha_invalida, estado_nulo"
1309,14353,31/07/2025,"2.037,84",Abierto,,2037.84,fecha_invalida
1310,12726,20/08/2025,3196.63,,,3196.63,"fecha_invalida, estado_nulo"
1311,2315,2025/05/29,14201.32,,,14201.32,"fecha_invalida, estado_nulo"
1312,2189,2025-02-26,14191.56,Abierto,,14191.56,fecha_invalida
1314,4439,31/03/2025,5353.68,Cerrado,,5353.68,fecha_invalida
1315,13728,2025-03-13,"1.409,91",Abierto,,1409.91,fecha_invalida
1316,12800,10-10-25,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1317,19371,17/02/2026,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1318,13716,19/10/2025,10715.88,Rechazado,,10715.88,fecha_invalida
1319,5559,2025/02/25,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1320,4918,16/03/2025,"1,501.08",,,1501.08,"fecha_invalida, estado_nulo"
1321,5808,2025-06-21,13056.06,Cerrado,,13056.06,fecha_invalida
1322,7393,19-05-2025,nan,,2025-05-19,,"monto_nulo_o_no_numerico, estado_nulo"
1324,16939,2025/09/24,10120.18,Cerrado,,10120.18,fecha_invalida
1325,6766,2025/06/29,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1326,21581,2025-01-01,13247.47,,,13247.47,"fecha_invalida, estado_nulo"
1327,5838,24/10/2025,5233.17,Cerrado,,5233.17,fecha_invalida
1328,23471,2025/11/13,5596.99,Abierto,,5596.99,fecha_invalida
1329,19205,18-09-2025,"13,096.57",,2025-09-18,13096.57,estado_nulo
1330,12750,2025-02-13,8095.69,Abierto,,8095.69,fecha_invalida
1331,4675,01-31-26,"8.657,70",Abierto,,8657.7,fecha_invalida
1332,3566,09-01-2026,6194.88,,2026-01-09,6194.88,estado_nulo
1333,4591,2025/12/26,12730.18,Abierto,,12730.18,fecha_invalida
1334,7227,2025/09/15,804.95,Cerrado,,804.95,fecha_invalida
1335,23315,20/02/2025,14684.93,,,14684.93,"fecha_invalida, estado_nulo"
1336,21837,2025/03/29,"3,334.44",Cerrado,,3334.44,fecha_invalida
1337,17413,22/04/2025,10772.53,Cerrado,,10772.53,fecha_invalida
1338,15367,2025-08-22,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1339,9171,2025-04-09,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1341,23276,2025-09-06,"12.496,18",Cerrado,,12496.18,fecha_invalida
1342,20930,2025/07/08,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1344,19571,08-13-25,8283.79,Abierto,,8283.79,fecha_invalida
1345,21223,05-31-25,"9.074,30",Cerrado,,9074.3,fecha_invalida
1346,22227,2025-01-23,"2,622.23",Abierto,,2622.23,fecha_invalida
1347,15514,14/05/2025,12002.76,,,12002.76,"fecha_invalida, estado_nulo"
1350,5092,2025-11-14,500.96,Abierto,,500.96,fecha_invalida
1351,563,09-10-25,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1352,734,08-27-25,7397.35,Cerrado,,7397.35,fecha_invalida
1353,7303,2025/12/03,"5.680,67",Cerrado,,5680.67,fecha_invalida
1355,12151,2025-09-12,4698.50,,,4698.5,"fecha_invalida, estado_nulo"
1356,23951,03-01-25,12068.19,Cerrado,,12068.19,fecha_invalida
1357,22130,05-14-25,11891.95,,,11891.95,"fecha_invalida, estado_nulo"
1358,23652,02-04-26,5850.34,,,5850.34,"fecha_invalida, estado_nulo"
1359,14693,2025-02-02,"8.813,51",Rechazado,,8813.51,fecha_invalida
1361,24260,2025-07-29,"9.292,89",Rechazado,,9292.89,fecha_invalida
1362,21685,29/06/2025,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1363,13954,2025/06/09,"9,163.92",Abierto,,9163.92,fecha_invalida
1364,13980,2025-12-24,8707.04,,,8707.04,"fecha_invalida, estado_nulo"
1365,2636,11-23-25,5232.09,Abierto,,5232.09,fecha_invalida
1366,17006,2025/12/27,"3.110,71",Abierto,,3110.71,fecha_invalida
1367,6415,03-23-25,2046.86,Cerrado,,2046.86,fecha_invalida
1368,8517,2025-12-13,"1.480,73",Cerrado,,1480.73,fecha_invalida
1369,20754,05-31-25,"8,463.75",Cerrado,,8463.75,fecha_invalida
1370,12779,21-02-2026,-,,2026-02-21,,"monto_nulo_o_no_numerico, estado_nulo"
1371,7640,08-25-25,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1372,22316,2025-10-22,"11,612.33",Cerrado,,11612.33,fecha_invalida
1373,1379,15/02/2026,12470.22,,,12470.22,"fecha_invalida, estado_nulo"
1374,23715,14/01/2026,9377.30,,,9377.3,"fecha_invalida, estado_nulo"
1375,21863,2025-07-05,7731.57,Abierto,,7731.57,fecha_invalida
1376,23249,2025-02-05,"5,608.92",Abierto,,5608.92,fecha_invalida
1377,8960,28-03-2025,364.60,,2025-03-28,364.6,estado_nulo
1378,11583,07-14-25,"658,77",Abierto,,658.77,fecha_invalida
1379,25727,01-20-25,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1380,8316,09-10-25,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1381,10201,2025/12/28,"3,670.10",Cerrado,,3670.1,fecha_invalida
1382,24644,02-18-25,"13.161,99",Cerrado,,13161.99,fecha_invalida
1384,3654,06-09-25,8018.27,Cerrado,,8018.27,fecha_invalida
1386,15656,2025-07-20,12330.75,Abierto,,12330.75,fecha_invalida
1387,11547,2025/07/08,"9.451,98",Cerrado,,9451.98,fecha_invalida
1388,2414,2025-12-07,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1389,20596,2025/12/13,14855.63,,,14855.63,"fecha_invalida, estado_nulo"
1390,24285,12-25-25,1372.50,Abierto,,1372.5,fecha_invalida
1393,4540,02-17-25,768.87,Rechazado,,768.87,fecha_invalida
1394,21463,2025/12/25,"3.636,50",,,3636.5,"fecha_invalida, estado_nulo"
1395,6852,2025/07/08,12344.54,Abierto,,12344.54,fecha_invalida
1396,21395,2025/04/17,5952.86,Rechazado,,5952.86,fecha_invalida
1398,13443,2025/07/26,"4.318,21",Cerrado,,4318.21,fecha_invalida
1399,3874,22/07/2025,"9,300.73",Abierto,,9300.73,fecha_invalida
1400,19676,03-06-2025,nan,,2025-06-03,,"monto_nulo_o_no_numerico, estado_nulo"
1401,23112,2025/02/14,4658.41,Abierto,,4658.41,fecha_invalida
1403,4283,2025-12-04,"2.633,56",Cerrado,,2633.56,fecha_invalida
1404,14776,2026-01-05,13119.37,,,13119.37,"fecha_invalida, estado_nulo"
1405,8294,2026-01-21,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1407,13052,2025/05/02,-,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
1408,11496,26/07/2025,4223.35,Cerrado,,4223.35,fecha_invalida
1409,2869,2025/02/01,1436.35,Abierto,,1436.35,fecha_invalida
1410,15619,2025-08-04,"509,16",Abierto,,509.16,fecha_invalida
1411,10651,06-04-25,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1413,25745,2025/03/29,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1414,25620,15/05/2025,"8,940.16",,,8940.16,"fecha_invalida, estado_nulo"
1415,9335,07-07-25,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1416,1806,2025/10/14,"3.319,22",Cerrado,,3319.22,fecha_invalida
1417,21070,2026-02-14,"10.902,82",,,10902.82,"fecha_invalida, estado_nulo"
1418,13727,15-01-2025,11467.88,,2025-01-15,11467.88,estado_nulo
1419,22929,04-05-25,"14,636.87",Cerrado,,14636.87,fecha_invalida
1420,9081,11-18-25,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
1421,11500,01-24-26,"3,250.69",Cerrado,,3250.69,fecha_invalida
1422,11242,2025/05/04,"5,377.58",Cerrado,,5377.58,fecha_invalida
1424,21782,31-07-2025,-,Rechazado,2025-07-31,,monto_nulo_o_no_numerico
1425,3831,2025/08/07,4022.30,Abierto,,4022.3,fecha_invalida
1426,15555,2025/02/07,11281.70,Abierto,,11281.7,fecha_invalida
1427,9624,2026/02/18,"3,204.41",,,3204.41,"fecha_invalida, estado_nulo"
1428,5384,01-22-25,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1429,6094,2026/02/11,5609.24,Abierto,,5609.24,fecha_invalida
1430,13806,2025-10-02,4148.18,,,4148.18,"fecha_invalida, estado_nulo"
1431,9337,2025-01-26,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1433,7520,08-25-25,"4.779,21",,,4779.21,"fecha_invalida, estado_nulo"
1435,19763,2025/04/18,"8,214.41",,,8214.41,"fecha_invalida, estado_nulo"
1436,9916,2025/10/19,"7.881,42",Abierto,,7881.42,fecha_invalida
1437,11222,23/11/2025,-,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
1438,9756,29-01-2026,14517.39,,2026-01-29,14517.39,estado_nulo
