id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
3899,2025-02-25,2607,6,3,11,12699.0,1032.0,20.36249
3909,2025-01-13,2940,70,13,10,625.28,8199.0,30103.76
3915,2025-10-18,1949,28,1,2,64427.0,41.27,2395886.0
3935,2025-04-04,126,34,15,4,0.0,,9217237.0
3939,2025-12-29,327,42,10,7,67549.0,6454.0,28.10386
3942,2025-06-01,955,9,10,5,785.38,15593.0,80.05241
3947,2025-03-16,282,41,8,3,183703.0,,12226044.0
3953,2025-03-19,1168,41,1,8,794.33,8606.0,7361704.0
3962,2025-10-02,202,47,11,1,14169.0,27.45,28035.43
3968,2025-05-22,2164,37,3,10,157439.0,,18974483.0
3970,2025-06-02,2096,71,4,8,1002.2,,166261.85
3972,2025-07-13,625,26,11,6,1.95975,,30405411.0
3994,2026-01-27,674,5,14,6,7283.0,878.0,11850.91
3995,2025-04-29,1946,69,10,5,167873.0,281.5,28644234.0
3999,2025-03-17,85,41,14,4,1331.47,31697.0,239.52485
4005,2025-10-21,1622,3,9,8,1.7925,30847.0,23591445.0
4009,2025-12-02,582,70,13,4,33304.0,,44.63044
4035,2025-05-16,504,43,4,6,64309.0,9894.0,3460523.0
4036,2025-06-23,2253,22,1,10,522.04,6210.0,3786214.0
4049,2025-10-01,2775,47,1,2,56014.0,8684.0,5723359.0
4054,2025-03-20,2390,47,11,12,794.36,,1944191.0
4057,2026-01-07,2413,70,6,2,29461.0,3846.0,4371054.0
4059,2025-09-14,1054,68,7,1,0.0,11391.0,141.63637
4102,2025-03-25,1797,71,1,9,176519.0,9192.0,21387848.0
4109,2025-06-29,1435,32,3,12,198249.0,17103.0,274.62686
4112,2025-10-19,339,66,11,3,1.72758,38002.0,33618244.0
4115,2025-11-02,1650,43,1,2,95473.0,7647.0,60.17569
4117,2025-07-02,930,61,7,7,26343.0,1889.0,4575181.0
4122,2025-01-07,945,45,8,5,53280.0,,7774362.0
4123,2025-04-26,9,34,15,1,95186.0,6751.0,10529707.0
4152,2026-02-15,1986,34,5,9,1738.8,29340.0,20697623.0
4177,2025-09-28,2872,53,11,12,75097.0,17146.0,2803676.0
4178,2025-04-03,1413,39,9,11,134516.0,24090.0,54913.53
4179,2025-02-17,2159,60,15,12,90704.0,20031.0,176.8457
4181,2026-02-15,607,33,2,6,1.47234,20476.0,7415991.0
4185,2025-09-17,2375,52,6,8,17518.0,1799.0,3177518.0
4189,2026-02-03,2099,32,7,8,1.22934,2.07776,4931728.0
4191,2026-01-13,3733,32,5,3,1.34526,9186.0,22232143.0
4197,2025-10-23,2557,57,4,7,1.72599,,28020976.0
4214,2025-04-09,1022,73,13,10,1.83051,9455.0,254.88311
4225,2025-07-25,1530,65,6,6,148625.0,30126.0,26649634.0
4226,2025-12-10,1793,12,8,3,1.50599,18213.0,140974.84
4232,2025-05-05,306,10,15,6,81827.0,19315.0,31242.09
4233,2025-07-01,2663,50,8,12,59850.0,8396.0,47.31283
4238,2025-09-15,2341,33,1,7,30786.0,5076.0,8.64589
4253,2025-02-06,2143,9,5,10,78547.0,128.34,155.30855
4264,2026-01-12,2761,74,7,2,1.37084,179489.0,3733358.0
4270,2025-01-09,619,1,1,6,41077.0,4851.0,67.44403
4295,2025-06-18,2462,7,5,7,1113.13,21904.0,187418.48
4297,2025-12-18,2620,57,2,5,99183.0,136.94,195.95979
4306,2025-07-28,2473,80,4,8,1903.17,,18944370.0
4330,2025-03-24,1629,74,8,10,71828.0,8739.0,104363.8
4340,2026-02-01,1827,80,14,4,1.33897,31377.0,18295591.0
4351,2025-07-26,1497,45,7,3,23068.0,2909.0,12428.73
4352,2025-08-25,105,6,13,1,158374.0,,28151734.0
4364,2025-05-11,65,60,11,2,63131.0,,96.09597
4381,2025-04-17,1002,15,7,5,7208.0,435.0,11742.8
4383,2025-01-29,1793,73,8,8,1448.17,8905.0,106229.43
4391,2025-02-12,1172,2,2,10,149.96,32.46,2663211.0
4412,2025-07-19,1289,50,4,6,1.18553,,69093.45
4414,2026-01-30,100,12,8,10,171057.0,16889.0,327.48619
4420,2025-10-10,668,8,11,2,66970.0,8042.0,19.29858
4442,2025-10-03,571,30,2,7,69868.0,109.64,6668493.0
4444,2025-05-06,186,41,4,11,107897.0,106.19,11479575.0
4463,2025-12-12,2286,64,7,6,1.28812,,15460956.0
4484,2025-03-20,1203,43,9,6,34956.0,5212.0,14734.65
4498,2025-12-18,1831,55,15,12,117205.0,,17004589.0
4499,2025-11-27,2081,47,14,3,71641.0,14678.0,51561.67
4511,2025-07-05,2634,22,2,6,198719.0,247.2,353.21156
4525,2025-03-26,2331,16,4,11,126715.0,22871.0,39.5923
4527,2025-12-01,2524,42,7,4,116758.0,,65.4735
4545,2025-10-04,2619,61,1,10,71280.0,9710.0,62766.43
4573,2025-12-19,205,36,8,12,31451.0,5171.0,51.41146
4586,2025-04-19,2272,62,13,10,196167.0,10091.0,43185.92
4597,2026-01-22,1276,54,3,4,40826.0,99.79,57.66952
4609,2025-01-29,1548,36,13,9,1.6484,13142.0,9236201.0
4618,2025-06-20,1047,48,15,9,90889.0,137.74,49684.58
4639,2026-02-09,491,52,3,9,39701.0,2218.0,46185.56
4643,2025-08-04,2897,48,14,8,1560.33,,254.22923
4653,2025-08-25,1943,46,11,8,146889.0,8449.0,87.35948
4655,2025-08-31,205,32,2,1,13483.0,1562.0,5.42936
4658,2025-12-06,1254,19,10,5,1.57525,,113.20145
4660,2026-02-04,676,73,5,11,27215.0,62.83,5323645.0
4672,2026-01-09,166,29,15,2,79748.0,18304.0,106703.16
4675,2025-02-19,1738,51,1,4,47945.0,11645.0,48506.08
4682,2025-02-28,948,31,12,10,313.26,4186.0,3574127.0
4689,2025-03-28,1703,69,5,4,25749.0,35905.0,17.88967
4703,2025-01-18,89,69,15,10,165349.0,17822.0,28637263.0
4711,2025-07-11,438,36,6,9,82074.0,8733.0,14160812.0
4728,2025-06-23,1985,27,11,7,1677.71,99.76,263.33565
4731,2026-01-14,2338,80,11,6,82807.0,20640.0,7821776.0
4737,2025-03-21,382,63,12,11,36074.0,6910.0,955415.0
4745,2025-10-31,17,10,12,10,196236.0,127.07,331832.67
4747,2025-08-23,1130,50,6,10,22156.0,4946.0,8140.11
4752,2025-09-30,511,47,12,3,1000.38,181.79,16652954.0
4767,2025-07-26,2511,10,11,9,58228.0,,4253350.0
4769,2025-09-18,1600,38,15,12,9184.0,1885.0,5.35124
4777,2025-11-23,2701,63,3,6,57127.0,9507.0,90339.84
4788,2026-01-10,1980,43,8,6,32785.0,6522.0,1308123.0
4789,2025-04-23,784,55,8,4,145964.0,12813.0,4917492.0
4795,2025-03-27,2264,1,11,5,43491.0,8697.0,8467006.0
4797,2025-12-25,1454,52,3,10,333.79,,53868.82
4815,2025-03-07,1892,4,8,10,70693.0,16816.0,3527973.0
4832,2025-02-28,2813,17,9,6,1.34957,279.61,20375428.0
4837,2025-01-16,2350,9,2,8,199267.0,42171.0,260803.77
4841,2025-12-20,432,46,15,8,25742.0,5436.0,29188.9
4843,2025-09-29,1339,15,9,9,73398.0,6424.0,6532987.0
4850,2025-07-17,482,9,1,7,146489.0,17338.0,20007049.0
4862,2025-10-13,405,2,3,2,97.3,,1108556.0
4869,2025-01-18,2049,37,15,7,1102.71,11078.0,50814.71
4870,2025-07-15,2782,34,11,12,40603.0,3463.0,61680.9
4873,2026-01-12,1987,32,6,10,75244.0,3898.0,5248524.0
4882,2025-02-08,1771,13,7,7,16390.0,3613.0,2100878.0
4889,2025-11-10,2805,80,9,2,102652.0,15517.0,6607389.0
4894,2025-10-27,1531,52,2,6,20505.0,3524.0,657721.0
4904,2025-10-22,1904,22,7,4,243.6,,35.37816
4909,2026-01-08,2747,67,13,9,41172.0,6737.0,7329925.0
4932,2025-08-30,1616,6,7,7,42095.0,8688.0,28026.36
4941,2025-08-28,1941,40,2,5,1.66722,8377.0,82589.93
4966,2025-04-19,1114,12,4,1,89989.0,8388.0,14275397.0
4972,2025-07-27,349,44,5,7,30227.0,4633.0,24409.2
4974,2025-09-15,2851,51,5,11,134542.0,27331.0,7365463.0
4984,2025-02-19,1480,3,5,2,86444.0,6673.0,111635.65
4985,2025-01-05,171,61,13,11,969.12,23061.0,146.6889
4991,2025-10-14,2134,18,12,5,1298.41,23235.0,127581.38
4992,2025-04-27,1444,60,3,3,67974.0,142.51,125220.2
5012,2025-10-23,19,10,1,12,158168.0,26360.0,271.92081
5025,2026-01-11,2070,28,5,5,16534.0,38.47,9304.92
5036,2025-05-25,822,51,14,6,1873.32,27359.0,7518756.0
5041,2025-03-23,397,66,10,5,179595.0,12514.0,21941386.0
5043,2025-08-25,952,20,13,6,18961.0,2164.0,1352098.0
5048,2025-10-30,324,53,11,7,1.33624,29325.0,3988927.0
5050,2025-08-22,431,66,2,11,7991.0,997.0,1091637.0
5051,2025-06-29,2639,48,6,7,933.35,17237.0,2899407.0
5060,2025-04-22,1041,46,3,5,168090.0,177.18,174.32998
5086,2026-02-17,1157,43,9,10,39043.0,,53.02276
5095,2025-02-18,360,23,6,7,1.61352,,19034533.0
5131,2025-12-27,503,57,3,2,122442.0,,142.13043
5137,2025-09-03,1651,23,6,7,143677.0,12730.0,2949877.0
5141,2025-12-10,1294,72,11,10,156944.0,36837.0,20762795.0
5155,2025-07-23,2865,62,4,1,1.29397,10871.0,7918721.0
5165,2025-08-19,1500,31,4,5,159956.0,,48291.35
5170,2026-02-15,1423,61,6,10,156012.0,25999.0,230446.95
5172,2025-05-15,1564,46,10,5,172.62,1129.0,19124.62
5190,2025-01-14,1501,36,6,7,111622.0,91.47,180.93675
5191,2025-09-20,2777,65,3,10,994.76,9138.0,34.5518
5193,2025-03-29,1152,47,1,12,138100.0,28018.0,206.99877
5207,2025-01-29,872,60,8,4,1.42642,,4567279.0
5211,2025-12-08,124,70,5,5,614.34,3466.0,3419383.0
5214,2025-04-28,1992,35,1,5,11513.0,1501.0,1572826.0
5228,2025-08-07,358,50,12,10,1989.54,290.48,74887.67
5242,2025-09-28,290,47,7,5,51128.0,8621.0,2573085.0
5255,2025-07-09,2244,6,11,9,162.15,1889.0,2269979.0
5262,2025-06-16,2732,26,3,12,32479.0,4126.0,45291.07
5265,2026-02-03,2250,37,14,8,184528.0,281.01,13985503.0
5287,2025-01-12,377,74,11,10,882.7,12167.0,6549531.0
5314,2025-06-26,2450,49,11,3,70682.0,9061.0,5242146.0
5315,2025-09-05,1530,27,10,4,116611.0,6167.0,26176.26
5316,2025-03-20,1142,56,5,8,0.0,7320.0,18871920.0
5320,2026-02-10,2524,34,8,9,68296.0,11173.0,27.65416
5324,2025-09-15,917,6,4,8,70857.0,116.02,5427067.0
5326,2025-11-27,603,68,14,10,185433.0,,21911693.0
5328,2025-10-21,1361,80,7,7,137551.0,28433.0,8362339.0
5335,2026-01-20,1637,7,13,5,149607.0,26718.0,133.54976
5338,2025-05-22,2651,79,8,8,819.83,12301.0,3451638.0
5340,2025-08-14,2780,14,7,1,1.16618,22829.0,17676563.0
5351,2025-04-22,726,24,14,10,154693.0,11546.0,26945310.0
5367,2025-07-03,965,80,8,12,86800.0,9476.0,3932047.0
5385,2025-11-13,984,4,12,1,77086.0,14997.0,143.0931
5413,2025-04-25,1567,26,12,8,1.18207,1.40298,223.81131
5416,2025-08-20,1712,64,13,1,1.77744,,33840527.0
5425,2025-07-19,2714,61,3,3,61785.0,15434.0,10800339.0
5427,2025-06-22,2608,64,8,7,122323.0,15195.0,23355298.0
5428,2025-06-05,217,15,11,3,49372.0,6259.0,4367877.0
5436,2025-06-11,910,66,12,12,378.88,8161.0,6772239.0
5448,2026-02-19,1035,4,11,9,1628.22,366.92,5872783.0
5450,2025-10-04,712,37,9,8,92503.0,105.73,17535621.0
5468,2025-11-04,1554,26,5,2,144721.0,,22180576.0
5472,2025-09-20,897,1,3,12,131977.0,6786.0,133.14728
5473,2025-05-07,2918,26,9,8,580.73,9966.0,76888.38
5475,2025-12-25,2668,58,3,9,71296.0,12790.0,141.18882
5480,2025-07-19,2082,29,13,4,8829.0,1613.0,11173.06
5489,2025-09-20,1979,36,14,8,41864.0,89.66,2820523.0
5491,2025-09-02,2198,8,1,2,47667.0,7274.0,4055098.0
5499,2026-02-15,255,32,7,7,110327.0,25132.0,58.72582
5502,2025-04-05,1176,17,7,5,144814.0,153.34,16466051.0
5514,2025-01-22,1867,29,14,2,76979.0,174.51,126.75085
5522,2025-11-29,3665,23,12,6,1161.47,,19951301.0
5528,2025-01-20,2908,40,15,7,95327.0,17041.0,76.69688
5541,2025-03-30,2569,76,12,9,9435.0,1765.0,1655228.0
5551,2025-04-28,2316,21,11,6,485.61,6591.0,66239.06
5556,2025-10-07,736,9,8,8,99103.0,,12865795.0
5566,2025-03-17,2485,48,13,10,1.33681,107.68,14667038.0
5579,2025-10-16,208,70,11,10,139176.0,33479.0,25706800.0
5604,2025-05-07,648,42,6,1,1324.1,27552.0,10739646.0
5624,2025-08-30,89,62,14,7,1404.51,26814.0,226.21245
5630,2025-07-22,2887,24,9,9,198652.0,,15705660.0
5644,2026-01-31,988,41,6,10,1.25274,30250.0,2525004.0
5665,2025-05-28,2369,2,10,12,152628.0,9135.0,3568526.0
5667,2025-11-18,1260,25,7,12,93232.0,224.98,59819.27
5670,2026-01-15,3603,41,6,2,191181.0,38713.0,16364966.0
5675,2025-07-11,1445,26,10,7,162823.0,,231566.54
5677,2025-06-15,778,69,8,8,38042.0,4270.0,7467715.0
5683,2026-01-19,2121,36,15,11,176560.0,13786.0,8037965.0
5692,2025-07-18,950,68,15,9,1062.1,120.88,60247.37
5709,2025-04-08,3695,36,8,5,-1.20225,9984.0,237348.17
5720,2025-11-14,2975,16,9,6,962.71,10195.0,72.33931
5723,2025-08-24,1214,66,2,1,594.41,55.79,90.85501
5726,2025-02-10,2267,63,14,11,-51905.0,7003.0,9733460.0
5734,2025-10-15,2784,66,8,5,34039.0,,2324791.0
5736,2025-06-17,825,28,12,3,225.54,3906.0,9204.72
5745,2025-04-30,2785,13,14,4,97070.0,21437.0,60759.0
5746,2025-10-31,682,75,2,11,1851.64,37975.0,355.86876
5792,2025-07-27,1492,65,13,3,0.0,11003.0,25793936.0
5797,2025-07-15,2338,69,5,12,129739.0,,243.41426
5800,2025-07-06,573,53,6,3,73818.0,8474.0,8368610.0
5810,2025-11-19,719,23,8,12,1.99365,12687.0,31855597.0
5814,2025-12-31,2787,20,12,4,179686.0,,260459.48
5826,2025-07-07,2883,59,6,3,27368.0,47.17,50.24982
5839,2025-07-24,1598,14,6,5,13124.0,19.41,22.69888
5849,2025-05-23,2449,59,12,8,1.1528,12265.0,16043313.0
5859,2025-12-07,287,57,8,1,98871.0,19051.0,11347078.0
5868,2025-02-03,66,35,15,12,47027.0,,2084091.0
5875,2025-11-09,427,2,5,2,5016.0,399.0,849062.0
5879,2025-09-07,1577,69,7,3,149174.0,29997.0,11218364.0
5892,2025-06-27,965,56,5,3,1459.72,,8093753.0
5896,2025-09-16,428,97,14,1,1579.96,285.72,273136.69
5911,2025-09-24,1754,17,12,4,630.58,12820.0,5381192.0
5915,2025-11-09,55,68,9,10,197464.0,,9662322.0
5921,2025-07-25,1854,67,9,7,43625.0,,1781881.0
5941,2025-03-01,1834,76,7,1,94401.0,11181.0,15216462.0
5962,2025-09-03,626,77,4,10,78679.0,14497.0,9133703.0
5966,2025-05-07,2627,29,5,4,26036.0,2430.0,47911.66
5978,2025-03-07,1232,20,13,8,7925.0,532.0,8199.2
5989,2026-02-17,3705,1,4,7,63539.0,13822.0,112.91747
6001,2025-07-19,984,40,7,11,150829.0,,170849.24
6013,2025-09-13,2273,18,1,3,100850.0,199.05,13370961.0
6017,2026-02-02,2714,39,14,11,661.65,15747.0,52310.76
6021,2025-11-29,2662,37,7,12,-1.71215,250.29,5323837.0
6028,2025-02-27,429,34,13,9,1114.6,230.24,74385.48
6033,2025-10-05,2228,40,6,2,75059.0,69.76,14325664.0
6073,2025-08-11,161,36,6,1,125035.0,167.11,8533990.0
6085,2025-06-23,1652,49,2,12,600.06,12474.0,94.61302
6092,2025-04-20,65,62,4,6,30561.0,4917.0,970207.0
6094,2025-06-04,2635,16,14,4,9422.0,20.64,776601.0
6100,2026-02-18,671,73,6,9,165166.0,29482.0,37929.28
6103,2025-07-18,2730,55,8,10,161445.0,119.16,9090176.0
6108,2025-10-08,2253,14,3,6,130290.0,82.48,9687468.0
6109,2025-03-04,131,27,14,1,11697.0,25.33,354384.0
6117,2025-09-14,126,35,3,10,1.44128,15911.0,12654914.0
6124,2025-08-05,736,17,1,5,72167.0,72.51,4085134.0
6131,2025-12-27,881,32,6,2,1.7585,26390.0,191371.76
6148,2025-11-18,1259,52,12,11,1595.3,23507.0,11543627.0
6155,2025-01-21,2085,21,8,6,1.43332,34134.0,21253404.0
6167,2025-10-29,1245,27,15,7,1732.33,,290.38261
6178,2025-12-23,1052,47,15,8,478.08,,1280735.0
6183,2025-10-01,894,29,11,3,895.85,,17832346.0
6186,2025-07-18,1497,36,12,12,145014.0,13294.0,227.74609
6192,2025-10-14,763,17,11,8,79341.0,9340.0,115.83522
6198,2025-10-01,1021,65,1,3,1.84133,,228.44331
6203,2025-01-21,387,31,12,11,108395.0,19280.0,5087903.0
6213,2026-02-20,2846,4,6,11,199304.0,10541.0,290.53204
6215,2025-04-09,599,43,13,11,772.05,97.39,11119150.0
6225,2025-02-07,671,72,12,11,1.31606,31986.0,21619974.0
6228,2025-03-08,985,27,15,7,1.43759,20703.0,22429355.0
6263,2025-12-11,1588,78,11,8,156579.0,21766.0,17568694.0
6268,2026-01-22,448,14,1,7,1680.53,,250169.76
6271,2025-07-01,2218,70,7,9,47810.0,4528.0,70451.23
6272,2025-10-19,738,34,12,5,56186.0,8398.0,68.90861
6285,2025-02-20,761,25,8,7,444.95,,59998.14
6289,2025-02-14,301,20,11,10,98160.0,20110.0,5621847.0
6290,2026-01-15,2953,28,5,5,1.05623,160.02,17298512.0
6301,2025-07-09,1360,67,6,9,38294.0,4619.0,4956952.0
6310,2025-02-04,208,76,7,6,181303.0,34302.0,78688.51
6314,2025-04-27,1139,62,3,1,174295.0,8777.0,247803.36
6321,2026-01-16,1815,42,5,1,5923.0,,354892.0
6325,2026-02-19,2087,29,15,3,101303.0,,19637610.0
6333,2025-07-04,1337,52,6,9,0.0,15981.0,18312337.0
6356,2025-03-06,1690,27,10,8,7634.0,780.0,1459072.0
6358,2025-09-04,392,63,4,9,75023.0,130.14,146.56143
6361,2026-01-31,2354,40,12,6,9998.0,18.67,13.01525
6371,2025-09-18,771,14,3,12,89602.0,,118699.33
6373,2026-01-26,249,61,14,4,1040.38,8161.0,7952466.0
6376,2025-11-12,1035,8,2,9,55889.0,8658.0,87.92082
6393,2025-07-07,845,19,15,5,1.85316,434.62,36587453.0
6397,2025-04-27,1634,47,13,1,462.04,6078.0,1764716.0
6400,2025-12-20,1923,58,8,3,28893.0,517.19,46.8389
6406,2025-01-12,1494,77,8,8,1176.58,6403.0,22072536.0
6411,2025-09-09,1702,34,7,9,76937.0,14161.0,3236833.0
6422,2026-02-03,2565,20,2,6,50096.0,116.52,32220.91
6425,2026-01-17,2431,29,10,6,147313.0,19775.0,19430799.0
6426,2026-01-31,2896,23,12,6,90415.0,74.22,6569098.0
6444,2025-01-09,1003,9,12,8,70784.0,15804.0,99.64219
6445,2026-02-15,515,42,2,3,1.08984,26912.0,71.75334
6449,2025-09-01,131,71,15,2,165989.0,33379.0,79869.72
6451,2025-08-22,1759,74,7,12,47790.0,4258.0,84668.61
6458,2025-01-30,1179,5,11,1,57207.0,57.54,83301.8
6462,2025-11-24,2855,32,6,10,18208.0,20772.0,24957.63
6472,2025-09-02,2948,33,6,9,1.65019,37006.0,169665.2
6486,2025-10-03,1870,28,8,3,15419.0,3578.0,2353528.0
6518,2025-03-20,1346,35,5,4,16631.0,1428.0,16394.18
6527,2025-03-26,2872,26,6,10,1329.44,26699.0,114547.33
6543,2025-02-12,1978,52,2,7,73657.0,116.09,94.63723
6553,2025-11-27,1269,23,7,7,95639.0,6144.0,186531.58
6564,2025-11-10,303,74,8,1,1613.11,,9770552.0
6566,2025-01-28,2010,64,2,9,199440.0,46219.0,39119880.0
6577,2025-07-20,1845,45,1,4,1306.27,12284.0,192931.02
6601,2025-09-14,2444,1,12,12,142037.0,18855.0,19024479.0
6613,2025-10-03,2089,12,10,11,1.5879,14638.0,264.94357
6616,2025-05-05,397,52,6,1,89712.0,8389.0,75.68709
6623,2025-04-13,421,29,10,11,179.8,,734606.0
6625,2025-11-21,498,46,15,5,77337.0,117.22,2663857.0
6631,2026-02-07,1543,37,9,11,123660.0,25115.0,98.83018
6644,2025-03-12,1256,76,9,6,5493.0,5.45,5.74284
6651,2025-06-21,2965,5,5,12,169598.0,316.26,24782998.0
6660,2025-05-06,2312,51,9,9,58671.0,12615.0,75.80598
6662,2025-11-08,572,33,5,12,41590.0,3269.0,6028750.0
6664,2025-08-07,1025,66,4,11,10152.0,23.08,244835.0
6680,2025-02-14,3712,43,12,2,43799.0,,7690731.0
6681,2025-01-31,80,18,6,3,1.567,353.92,15343505.0
6688,2025-12-28,817,62,11,10,1.37271,20656.0,18060722.0
6692,2025-09-03,107,14,9,11,53621.0,,8303004.0
6702,2025-11-27,2292,51,13,1,51849.0,3369.0,4834322.0
6704,2025-10-02,490,42,10,10,658.13,6961.0,5312273.0
6705,2025-05-22,309,26,5,1,16227.0,2885.0,6557.9
6709,2025-11-29,68,20,6,2,1.34253,6721.0,118176.88
6722,2025-11-26,2271,51,13,2,1.58027,29222.0,234715.21
6726,2025-04-23,1360,74,7,2,1.86951,119.87,156.53912
6729,2026-01-05,1833,73,13,12,103411.0,17899.0,11854157.0
6735,2025-02-15,1640,53,11,8,535.77,9735.0,23073.27
6739,2025-12-09,1915,43,2,4,1667.94,,57135.45
6758,2025-05-25,1836,73,10,8,41262.0,72.33,22.30608
6777,2025-08-15,2998,65,13,5,105856.0,22166.0,9516692.0
6780,2025-08-21,1823,59,9,4,0.0,13714.0,123.54356
6786,2025-03-09,2134,60,8,9,0.0,15700.0,260.46465
6787,2025-01-01,1611,63,15,8,26617.0,2015.0,798296.0
6810,2025-12-27,892,12,9,2,99338.0,14030.0,81081.9
6815,2025-06-29,1382,54,11,1,163108.0,33286.0,26551759.0
6825,2026-01-19,3000,1,8,2,1.05052,17536.0,116.89666
6828,2026-01-31,219,53,13,4,1.84916,36009.0,363037.58
6840,2025-09-05,842,54,12,11,91444.0,7655.0,169.67307
6858,2025-06-11,204,29,14,12,1806.62,,59603.83
6862,2026-01-18,1718,9,1,10,90.99,15.82,1362813.0
6868,2025-04-15,1273,12,8,7,140112.0,21477.0,257.28125
6881,2025-04-07,720,51,2,9,1492.66,31492.0,43.74956
6882,2025-04-05,1684,14,6,11,829.34,130.94,13400726.0
6887,2025-07-17,2880,37,13,3,-1987.61,,292.04579
6894,2025-07-30,2273,64,11,4,56323.0,11855.0,6922102.0
6896,2026-01-23,2549,53,3,10,776.66,160.33,7185898.0
6901,2025-04-22,1520,48,15,4,38474.0,2400.0,45818.6
6911,2025-02-21,3568,19,5,4,907.15,12271.0,160.93906
6915,2025-07-15,6,54,10,3,32020.0,6403.0,3394312.0
6923,2026-02-05,2615,73,14,1,1257.29,25598.0,11839826.0
6928,2026-01-04,1001,3,9,8,57427.0,,56266.43
6933,2026-01-16,1563,70,12,2,853.73,,11235112.0
6942,2025-08-30,348,62,1,4,192676.0,,54.82308
6947,2025-05-14,1618,10,5,5,103437.0,18344.0,10195705.0
6948,2025-05-29,2043,8,15,10,494.16,5256.0,32944.38
6952,2025-10-24,721,43,2,12,18525.0,1731.0,22.14505
6955,2025-10-18,2922,66,7,1,128646.0,19471.0,235.89936
6962,2025-12-21,2082,39,14,8,124060.0,25011.0,17206957.0
6965,2026-01-15,1680,29,9,2,1299.02,,237159.15
6974,2025-12-03,698,37,11,10,13211.0,1781.0,2460002.0
6975,2025-04-01,2161,14,14,10,9874.0,,443582.0
6982,2026-02-13,1411,69,1,6,57480.0,44.82,9891226.0
6994,2025-05-13,2814,45,1,7,117300.0,7626.0,21968654.0
6999,2025-12-20,2810,47,1,9,17298.0,36.13,1647758.0
7003,2025-12-29,1871,48,14,6,1779.95,144.53,8645857.0
7005,2025-01-06,2234,27,13,10,589.7,,8312455.0
7036,2025-09-11,1503,33,12,10,1367.89,16367.0,18287328.0
7037,2025-04-19,100,3,12,1,1.82907,,14379753.0
7042,2025-03-06,1441,55,2,11,49792.0,7948.0,86.6798
7047,2025-11-22,1692,18,6,6,113332.0,6824.0,18687675.0
7061,2025-04-14,2826,27,7,6,81573.0,19630.0,65402.52
7062,2025-09-28,1948,55,13,2,271.26,2497.0,2357590.0
7070,2025-01-16,2203,57,8,2,1800.24,34718.0,142.34074
7073,2025-08-24,1268,21,15,5,1.12198,11714.0,201.9748
7079,2025-06-03,1965,3,13,10,1953.09,291.97,99.62401
7081,2025-01-02,368,55,10,1,119777.0,14698.0,5047150.0
7087,2026-02-16,1915,65,9,2,79570.0,4707.0,17.59883
7090,2025-10-14,1483,65,13,7,69071.0,6016.0,25.80251
7093,2025-07-08,2268,54,14,7,1.8804,402.17,84167.57
7094,2025-02-03,1204,29,5,10,123060.0,29651.0,21501893.0
7097,2025-06-23,2418,11,2,10,52646.0,6494.0,89.41098
7104,2025-02-03,2194,46,3,4,1.84557,9853.0,10509700.0
7116,2025-10-22,104,62,3,4,562.24,98.37,3109455.0
7123,2025-08-17,1099,70,7,10,42979.0,6134.0,57.11617
7132,2026-01-28,418,11,12,7,92724.0,171.51,123039.75
7154,2025-09-28,333,57,9,2,14985.0,25.95,17.45376
7166,2025-07-21,2388,45,4,11,135724.0,25376.0,26435577.0
7172,2025-10-24,1425,26,3,5,53204.0,,60483.16
7175,2025-04-01,1797,32,3,4,1.11968,221.68,13025533.0
7190,2025-11-04,468,58,3,4,148943.0,9808.0,82.00222
7191,2025-05-22,2827,32,14,8,117.44,2014.0,1948085.0
7194,2025-02-11,1114,38,1,2,98410.0,185.67,135740.9
7210,2025-11-11,534,26,15,10,62027.0,5292.0,9911665.0
7230,2025-11-04,2419,72,1,9,1548.35,,5056279.0
7232,2025-10-17,2642,49,15,12,953.32,23048.0,6704137.0
7242,2025-05-08,513,16,8,12,98186.0,,128.28936
7254,2025-06-06,1257,45,15,12,92736.0,169.58,102.21797
7258,2025-02-05,1063,10,4,6,178644.0,28389.0,9653394.0
7262,2025-06-06,1649,38,2,7,1.21685,8073.0,6028889.0
7265,2025-07-16,1439,56,9,8,14333.0,801.0,3077.07
7270,2025-06-21,2505,74,15,7,449.99,6327.0,3583577.0
7282,2025-06-21,2576,53,2,5,35564.0,2797.0,3539077.0
7284,2025-10-17,116,22,4,5,913.09,154273.0,24.94049
7288,2025-05-04,2907,63,1,7,121592.0,23818.0,10340556.0
7298,2026-02-19,1655,5,2,1,138975.0,165.58,5837075.0
7299,2025-10-31,887,5,4,12,52805.0,12059.0,27901.3
7311,2025-11-15,1767,69,8,1,73694.0,,29180.13
7326,2025-04-15,514,55,11,4,626.14,,82.56935
7330,2025-12-02,2269,7,15,10,173966.0,17433.0,299.24621
7331,2026-01-29,124,19,12,4,0.0,2723.0,4864946.0
7332,2025-11-02,2655,116,6,5,-41435.0,8485.0,19050.14
7351,2025-01-04,1033,15,2,3,353.19,,3403828.0
7362,2026-01-05,2632,40,1,7,34999.0,2552.0,3340064.0
7363,2025-10-03,2185,52,10,9,102437.0,17240.0,13755875.0
7366,2025-07-21,1075,57,8,8,1.0148,,6740491.0
7377,2025-01-20,2750,60,7,12,1744.56,166.43,249292.1
7379,2026-02-05,944,49,15,12,47041.0,10207.0,6669711.0
